Time,Theta,ThetaDot,X,XDot,Out1,Out2,Out3,Out4
541.73519729999998,-0.29341670456778485,-0.051561387504155412,8.7631770377664918e-06,0.0022435412276367189,0,0,0,0
541.75111770000001,-0.29454241745530735,-0.22976773713204712,0.00029448030331903158,0.070600453162356344,0,0,0,0
541.76720909999995,-0.29616554946484164,-0.15518155249467003,0.00063337456183563132,0.0067466816341529888,0,0,0,0
541.7841641,-0.29716835388875656,-0.08088484400943545,0.00044022374284520744,-0.057090610506893652,0,0,0,0
541.80071480000004,-0.29755271718441334,-0.0067430443694157863,-0.00028486481366038193,-0.12091909865848585,0,0,0,0
541.81678399999998,-0.29731940529322443,0.067378216606653205,-0.0015418476999641841,-0.18474645152081265,0,0,0,0
541.83256930000005,-0.29646806466959147,0.14161326936285312,-0.0033307454034695034,-0.24858033592930928,0,0,0,0
541.84937709999997,-0.29499722199538586,0.21609656232848568,-0.0056516423104458558,-0.31242842176185959,0,0,0,0
541.86604060000002,-0.29290428258612677,0.29096281768356691,-0.0085046867493922696,-0.37629838643245861,0,0,0,0
541.88206539999999,-0.29018552751424359,0.36634718282995155,-0.011890091068638838,-0.44019791847377066,0,0,0,0
541.89803449999999,-0.28683610949465338,0.44238537512600989,-0.015808131738585605,-0.50413471968956758,0,0,0,0
541.91488040000002,-0.28285004759883858,0.51921381727908655,-0.020259149464530123,-0.56811650532449187,0,0,0,0
541.93070850000004,-0.27822022088615234,0.59696976056556184,-0.025243549291259632,-0.63215100165265259,0,0,0,0
541.94647380000004,-0.2739331055804764,0.42102575839980488,-0.03024478722301268,-0.56387798384230192,0,0,0,0
541.96360500000003,-0.27111041739004077,0.2455057510810284,-0.034677062293057177,-0.4956000739116837,0,0,0,0
541.97927749999997,-0.26875251517427073,0.32547232864553743,-0.039057501165943399,-0.55971737454886861,0,0,0,0
541.99603969999998,-0.26572607621227146,0.40601433152767663,-0.043972373804380155,-0.62386758690394672,0,0,0,0
542.01145550000001,-0.26202574464308453,0.48727539050185631,-0.049421986284310528,-0.68805885361262353,0,0,0,0
542.02828260000001,-0.25764496524385966,0.5693997792047728,-0.055406712503557734,-0.75229930747246243,0,0,0,0
542.04461400000002,-0.25257597768573864,0.65253250995965406,-0.061926994066912662,-0.81659706233414919,0,0,0,0
542.06101469999999,-0.24781280269228131,0.47994130395362045,-0.068465659093463679,-0.74842117970019206,0,0,0,0
542.07699560000003,-0.24448578187014017,0.30785843444375127,-0.074436185154742318,-0.68024386872445264,0,0,0,0
542.09409870000002,-0.24158622697337592,0.39348853996482908,-0.080356402385247411,-0.74463877269896328,0,0,0,0
542.11006510000004,-0.23797049875342163,0.47980829626595001,-0.086813391662847392,-0.80907304020333193,0,0,0,0
542.12682400000006,-0.23363225745903848,0.56696951656622185,-0.093807514379170467,-0.87355520460601377,0,0,0,0
542.14289040000006,-0.22856389611923505,0.65512456485988568,-0.10133920285427851,-0.93809374935712697,0,0,0,0
542.15891920000001,-0.22376651996698185,0.48576499270738505,-0.1088907127565414,-0.87001402378014692,0,0,0,0
542.17566409999995,-0.22037824494349115,0.31694429381793798,-0.11587490098879816,-0.80193672653321124,0,0,0,0
542.19201090000001,-0.21738332456309176,0.40760718132507512,-0.12281017967631502,-0.86657604511754094,0,0,0,0
542.20856349999997,-0.2136302294879048,0.49897671542470723,-0.13028427008865839,-0.93125552578157444,0,0,0,0
542.22417199999995,-0.20911245103982912,0.59121166806405845,-0.13829754152937854,-0.99598401762983224,0,0,0,0
542.24122780000005,-0.2038221560147041,0.68447118026440734,-0.14685043671525067,-1.060770280829743,0,0,0,0
542.25820529999999,-0.19876668594715111,0.51858891305072019,-0.15542469283921898,-0.99280452139005337,0,0,0,0
542.27413009999998,-0.1950910936385522,0.35330773370103502,-0.16343259464944138,-0.92484549576548369,0,0,0,0
